trip_id,truck_id,fuel_gallons_used,truck_avg,truck_stddev
TRIP00060727,TRK00040,459.5,211.98,120.47
TRIP00063575,TRK00040,481.4,211.98,120.47
TRIP00066908,TRK00040,466.4,211.98,120.47
TRIP00067428,TRK00040,467.5,211.98,120.47
TRIP00069482,TRK00040,453.2,211.98,120.47
TRIP00079633,TRK00040,480.0,211.98,120.47
TRIP00080843,TRK00040,473.5,211.98,120.47
TRIP00000223,TRK00041,588.2,225.1,127.63
TRIP00013772,TRK00041,548.6,225.1,127.63
TRIP00014193,TRK00041,532.7,225.1,127.63
TRIP00021025,TRK00041,484.7,225.1,127.63
TRIP00023359,TRK00041,496.2,225.1,127.63
TRIP00026438,TRK00041,507.6,225.1,127.63
TRIP00028164,TRK00041,533.0,225.1,127.63
TRIP00034433,TRK00041,506.9,225.1,127.63
TRIP00037485,TRK00041,486.9,225.1,127.63
TRIP00042256,TRK00041,505.8,225.1,127.63
TRIP00046380,TRK00041,525.7,225.1,127.63
TRIP00052168,TRK00041,502.1,225.1,127.63
TRIP00054220,TRK00041,567.1,225.1,127.63
TRIP00063597,TRK00041,489.8,225.1,127.63
TRIP00067220,TRK00041,484.8,225.1,127.63
TRIP00069814,TRK00041,483.3,225.1,127.63
TRIP00075667,TRK00041,481.6,225.1,127.63
TRIP00079864,TRK00041,488.2,225.1,127.63
TRIP00081599,TRK00041,517.2,225.1,127.63
TRIP00000388,TRK00043,490.0,222.18,127.51
TRIP00003103,TRK00043,566.8,222.18,127.51
TRIP00003761,TRK00043,558.5,222.18,127.51
TRIP00005465,TRK00043,539.8,222.18,127.51
TRIP00018710,TRK00043,483.3,222.18,127.51
TRIP00028246,TRK00043,534.2,222.18,127.51
TRIP00034404,TRK00043,514.3,222.18,127.51
TRIP00034420,TRK00043,487.0,222.18,127.51
TRIP00034922,TRK00043,477.2,222.18,127.51
TRIP00036387,TRK00043,510.2,222.18,127.51
TRIP00037667,TRK00043,523.1,222.18,127.51
TRIP00038051,TRK00043,479.1,222.18,127.51
TRIP00042037,TRK00043,484.4,222.18,127.51
TRIP00046260,TRK00043,531.5,222.18,127.51
TRIP00046361,TRK00043,554.3,222.18,127.51
TRIP00048430,TRK00043,528.5,222.18,127.51
TRIP00048444,TRK00043,508.4,222.18,127.51
TRIP00048741,TRK00043,579.0,222.18,127.51
TRIP00049039,TRK00043,529.7,222.18,127.51
TRIP00049365,TRK00043,544.4,222.18,127.51
TRIP00057514,TRK00043,537.0,222.18,127.51
TRIP00068772,TRK00043,488.6,222.18,127.51
TRIP00069527,TRK00043,589.8,222.18,127.51
TRIP00004531,TRK00044,507.9,224.13,123.74
TRIP00005113,TRK00044,559.8,224.13,123.74
TRIP00013153,TRK00044,582.1,224.13,123.74
TRIP00014755,TRK00044,480.8,224.13,123.74
TRIP00016690,TRK00044,547.4,224.13,123.74
TRIP00018461,TRK00044,495.7,224.13,123.74
TRIP00019707,TRK00044,487.2,224.13,123.74
TRIP00025963,TRK00044,548.2,224.13,123.74
TRIP00026113,TRK00044,517.5,224.13,123.74
TRIP00035302,TRK00044,480.3,224.13,123.74
TRIP00036375,TRK00044,476.8,224.13,123.74
TRIP00041652,TRK00044,516.6,224.13,123.74
TRIP00045229,TRK00044,552.1,224.13,123.74
TRIP00050658,TRK00044,476.0,224.13,123.74
TRIP00051289,TRK00044,473.0,224.13,123.74
TRIP00055542,TRK00044,473.3,224.13,123.74
TRIP00061115,TRK00044,560.9,224.13,123.74
TRIP00064187,TRK00044,498.9,224.13,123.74
TRIP00067139,TRK00044,579.3,224.13,123.74
TRIP00067742,TRK00044,481.5,224.13,123.74
TRIP00071906,TRK00044,503.4,224.13,123.74
TRIP00075175,TRK00044,485.9,224.13,123.74
TRIP00079703,TRK00044,502.1,224.13,123.74
TRIP00083989,TRK00044,472.1,224.13,123.74
TRIP00011976,TRK00045,549.4,225.96,127.44
TRIP00012702,TRK00045,490.1,225.96,127.44
TRIP00012891,TRK00045,495.0,225.96,127.44
TRIP00013109,TRK00045,481.9,225.96,127.44
TRIP00014298,TRK00045,497.5,225.96,127.44
TRIP00015510,TRK00045,489.4,225.96,127.44
TRIP00015694,TRK00045,580.0,225.96,127.44
TRIP00016493,TRK00045,493.0,225.96,127.44
TRIP00023562,TRK00045,580.5,225.96,127.44
TRIP00033053,TRK00045,495.8,225.96,127.44
TRIP00034048,TRK00045,608.0,225.96,127.44
TRIP00035400,TRK00045,485.0,225.96,127.44
TRIP00037135,TRK00045,481.5,225.96,127.44
TRIP00037213,TRK00045,489.4,225.96,127.44
TRIP00037660,TRK00045,483.8,225.96,127.44
TRIP00050250,TRK00045,582.0,225.96,127.44
TRIP00057133,TRK00045,558.5,225.96,127.44
TRIP00064890,TRK00045,561.3,225.96,127.44
TRIP00068083,TRK00045,496.3,225.96,127.44
TRIP00076961,TRK00045,571.9,225.96,127.44
TRIP00004543,TRK00048,532.9,221.92,130.1
TRIP00004681,TRK00048,496.1,221.92,130.1
TRIP00005207,TRK00048,564.6,221.92,130.1
TRIP00005371,TRK00048,561.4,221.92,130.1
TRIP00006149,TRK00048,519.8,221.92,130.1
TRIP00012241,TRK00048,560.4,221.92,130.1
TRIP00016899,TRK00048,482.5,221.92,130.1
TRIP00017237,TRK00048,536.4,221.92,130.1
TRIP00018378,TRK00048,535.7,221.92,130.1
TRIP00022940,TRK00048,599.8,221.92,130.1
TRIP00027009,TRK00048,522.2,221.92,130.1
TRIP00035050,TRK00048,495.8,221.92,130.1
TRIP00039016,TRK00048,487.6,221.92,130.1
TRIP00039746,TRK00048,503.0,221.92,130.1
TRIP00049489,TRK00048,551.2,221.92,130.1
TRIP00060213,TRK00048,546.1,221.92,130.1
TRIP00067821,TRK00048,499.4,221.92,130.1
TRIP00072458,TRK00048,502.7,221.92,130.1
TRIP00083265,TRK00048,506.3,221.92,130.1
TRIP00000289,TRK00049,531.1,214.99,122.43
TRIP00002776,TRK00049,498.4,214.99,122.43
TRIP00003539,TRK00049,468.5,214.99,122.43
TRIP00006544,TRK00049,473.8,214.99,122.43
TRIP00007662,TRK00049,494.0,214.99,122.43
TRIP00014013,TRK00049,463.9,214.99,122.43
TRIP00014759,TRK00049,561.9,214.99,122.43
TRIP00035396,TRK00049,473.0,214.99,122.43
TRIP00046443,TRK00049,464.1,214.99,122.43
TRIP00047298,TRK00049,572.8,214.99,122.43
TRIP00051751,TRK00049,562.4,214.99,122.43
TRIP00052684,TRK00049,490.7,214.99,122.43
TRIP00053827,TRK00049,483.4,214.99,122.43
TRIP00055354,TRK00049,495.8,214.99,122.43
TRIP00056290,TRK00049,470.0,214.99,122.43
TRIP00057787,TRK00049,518.1,214.99,122.43
TRIP00063106,TRK00049,475.0,214.99,122.43
TRIP00067590,TRK00049,537.0,214.99,122.43
TRIP00072409,TRK00049,467.5,214.99,122.43
TRIP00073345,TRK00049,498.6,214.99,122.43
TRIP00074766,TRK00049,472.3,214.99,122.43
TRIP00075590,TRK00049,462.5,214.99,122.43
TRIP00081488,TRK00049,471.7,214.99,122.43
TRIP00000560,TRK00050,492.7,217.86,126.63
TRIP00002383,TRK00050,474.0,217.86,126.63
TRIP00004647,TRK00050,476.9,217.86,126.63
TRIP00004700,TRK00050,556.6,217.86,126.63
TRIP00005359,TRK00050,474.1,217.86,126.63
TRIP00007273,TRK00050,547.5,217.86,126.63
TRIP00010184,TRK00050,539.9,217.86,126.63
TRIP00011066,TRK00050,549.2,217.86,126.63
TRIP00011330,TRK00050,479.0,217.86,126.63
TRIP00015113,TRK00050,478.4,217.86,126.63
TRIP00015161,TRK00050,555.0,217.86,126.63
TRIP00016972,TRK00050,541.3,217.86,126.63
TRIP00028856,TRK00050,553.3,217.86,126.63
TRIP00035308,TRK00050,496.2,217.86,126.63
TRIP00036972,TRK00050,475.9,217.86,126.63
TRIP00039551,TRK00050,526.1,217.86,126.63
TRIP00040954,TRK00050,508.2,217.86,126.63
TRIP00060348,TRK00050,552.3,217.86,126.63
TRIP00074633,TRK00050,472.4,217.86,126.63
TRIP00079862,TRK00050,491.9,217.86,126.63
TRIP00084431,TRK00050,518.9,217.86,126.63
TRIP00085072,TRK00050,500.2,217.86,126.63
TRIP00000521,TRK00051,575.8,222.3,125.94
TRIP00004045,TRK00051,498.5,222.3,125.94
TRIP00005482,TRK00051,506.0,222.3,125.94
TRIP00007391,TRK00051,518.9,222.3,125.94
TRIP00008888,TRK00051,483.7,222.3,125.94
TRIP00013740,TRK00051,537.6,222.3,125.94
TRIP00014897,TRK00051,580.2,222.3,125.94
TRIP00014905,TRK00051,478.6,222.3,125.94
TRIP00016411,TRK00051,565.8,222.3,125.94
TRIP00034262,TRK00051,496.9,222.3,125.94
TRIP00038342,TRK00051,513.4,222.3,125.94
TRIP00049769,TRK00051,477.8,222.3,125.94
TRIP00050601,TRK00051,508.3,222.3,125.94
TRIP00051034,TRK00051,522.0,222.3,125.94
TRIP00056777,TRK00051,479.8,222.3,125.94
TRIP00057600,TRK00051,603.2,222.3,125.94
TRIP00063272,TRK00051,575.5,222.3,125.94
TRIP00073207,TRK00051,492.8,222.3,125.94
TRIP00075411,TRK00051,496.6,222.3,125.94
TRIP00076285,TRK00051,481.8,222.3,125.94
TRIP00000615,TRK00052,469.2,215.59,123.86
TRIP00001164,TRK00052,465.9,215.59,123.86
TRIP00014168,TRK00052,538.6,215.59,123.86
TRIP00023101,TRK00052,485.8,215.59,123.86
TRIP00028457,TRK00052,588.7,215.59,123.86
TRIP00030685,TRK00052,560.5,215.59,123.86
TRIP00036835,TRK00052,480.8,215.59,123.86
TRIP00036904,TRK00052,498.3,215.59,123.86
TRIP00047217,TRK00052,466.4,215.59,123.86
TRIP00048039,TRK00052,481.6,215.59,123.86
TRIP00056051,TRK00052,553.0,215.59,123.86
TRIP00059453,TRK00052,534.8,215.59,123.86
TRIP00059581,TRK00052,478.2,215.59,123.86
TRIP00063666,TRK00052,471.8,215.59,123.86
TRIP00070314,TRK00052,482.5,215.59,123.86
TRIP00073987,TRK00052,467.9,215.59,123.86
TRIP00079358,TRK00052,474.6,215.59,123.86
TRIP00081484,TRK00052,513.1,215.59,123.86
TRIP00085070,TRK00052,505.9,215.59,123.86
TRIP00011228,TRK00053,478.6,222.66,125.29
TRIP00013792,TRK00053,533.3,222.66,125.29
TRIP00019078,TRK00053,561.3,222.66,125.29
TRIP00021535,TRK00053,491.0,222.66,125.29
TRIP00023358,TRK00053,479.9,222.66,125.29
TRIP00028016,TRK00053,548.0,222.66,125.29
TRIP00028643,TRK00053,490.0,222.66,125.29
TRIP00030018,TRK00053,487.6,222.66,125.29
TRIP00031060,TRK00053,571.5,222.66,125.29
TRIP00035571,TRK00053,495.4,222.66,125.29
TRIP00044956,TRK00053,542.8,222.66,125.29
TRIP00045676,TRK00053,514.9,222.66,125.29
TRIP00046304,TRK00053,516.1,222.66,125.29
TRIP00046877,TRK00053,501.3,222.66,125.29
TRIP00054865,TRK00053,477.4,222.66,125.29
TRIP00064859,TRK00053,537.3,222.66,125.29
TRIP00067044,TRK00053,506.5,222.66,125.29
TRIP00069131,TRK00053,476.9,222.66,125.29
TRIP00005415,TRK00054,570.9,229.15,125.24
TRIP00012515,TRK00054,572.5,229.15,125.24
TRIP00013573,TRK00054,493.4,229.15,125.24
TRIP00023440,TRK00054,520.6,229.15,125.24
TRIP00024707,TRK00054,487.1,229.15,125.24
TRIP00027638,TRK00054,537.4,229.15,125.24
TRIP00035440,TRK00054,496.9,229.15,125.24
TRIP00036730,TRK00054,557.5,229.15,125.24
TRIP00037161,TRK00054,482.5,229.15,125.24
TRIP00039293,TRK00054,480.6,229.15,125.24
TRIP00049652,TRK00054,572.4,229.15,125.24
TRIP00050568,TRK00054,501.4,229.15,125.24
TRIP00052000,TRK00054,564.8,229.15,125.24
TRIP00054679,TRK00054,506.6,229.15,125.24
TRIP00057366,TRK00054,583.1,229.15,125.24
TRIP00057482,TRK00054,481.0,229.15,125.24
TRIP00060278,TRK00054,492.4,229.15,125.24
TRIP00070983,TRK00054,484.6,229.15,125.24
TRIP00073368,TRK00054,556.2,229.15,125.24
TRIP00080691,TRK00054,598.6,229.15,125.24
TRIP00001405,TRK00055,492.8,226.25,130.03
TRIP00006003,TRK00055,552.0,226.25,130.03
TRIP00009613,TRK00055,500.8,226.25,130.03
TRIP00012811,TRK00055,537.1,226.25,130.03
TRIP00018912,TRK00055,575.6,226.25,130.03
TRIP00025653,TRK00055,589.8,226.25,130.03
TRIP00026307,TRK00055,489.9,226.25,130.03
TRIP00041066,TRK00055,572.0,226.25,130.03
TRIP00042966,TRK00055,492.7,226.25,130.03
TRIP00046562,TRK00055,526.2,226.25,130.03
TRIP00051501,TRK00055,489.3,226.25,130.03
TRIP00051557,TRK00055,492.8,226.25,130.03
TRIP00053741,TRK00055,489.2,226.25,130.03
TRIP00058178,TRK00055,591.3,226.25,130.03
TRIP00060739,TRK00055,526.5,226.25,130.03
TRIP00065743,TRK00055,520.5,226.25,130.03
TRIP00066415,TRK00055,555.7,226.25,130.03
TRIP00066952,TRK00055,488.6,226.25,130.03
TRIP00070867,TRK00055,531.8,226.25,130.03
TRIP00000174,TRK00057,509.3,222.39,124.73
TRIP00003526,TRK00057,478.4,222.39,124.73
TRIP00010619,TRK00057,474.2,222.39,124.73
TRIP00010757,TRK00057,506.3,222.39,124.73
TRIP00018921,TRK00057,518.5,222.39,124.73
TRIP00022239,TRK00057,487.9,222.39,124.73
TRIP00034737,TRK00057,526.9,222.39,124.73
TRIP00038242,TRK00057,473.9,222.39,124.73
TRIP00038953,TRK00057,568.8,222.39,124.73
TRIP00043489,TRK00057,544.6,222.39,124.73
TRIP00048367,TRK00057,492.4,222.39,124.73
TRIP00048703,TRK00057,583.3,222.39,124.73
TRIP00051139,TRK00057,503.2,222.39,124.73
TRIP00053352,TRK00057,473.1,222.39,124.73
TRIP00055821,TRK00057,556.4,222.39,124.73
TRIP00062649,TRK00057,472.1,222.39,124.73
TRIP00067322,TRK00057,483.2,222.39,124.73
TRIP00074782,TRK00057,489.4,222.39,124.73
TRIP00001938,TRK00058,540.5,225.13,125.22
TRIP00009546,TRK00058,572.6,225.13,125.22
TRIP00012218,TRK00058,549.3,225.13,125.22
TRIP00012641,TRK00058,477.3,225.13,125.22
TRIP00020797,TRK00058,487.4,225.13,125.22
TRIP00039777,TRK00058,483.1,225.13,125.22
TRIP00044957,TRK00058,491.9,225.13,125.22
TRIP00050187,TRK00058,504.1,225.13,125.22
TRIP00058951,TRK00058,503.8,225.13,125.22
TRIP00060801,TRK00058,522.1,225.13,125.22
TRIP00074149,TRK00058,513.6,225.13,125.22
TRIP00077611,TRK00058,551.7,225.13,125.22
TRIP00077867,TRK00058,490.2,225.13,125.22
TRIP00004155,TRK00059,501.2,217.79,127.16
TRIP00004992,TRK00059,493.7,217.79,127.16
TRIP00005737,TRK00059,497.8,217.79,127.16
TRIP00013409,TRK00059,580.4,217.79,127.16
TRIP00013737,TRK00059,529.0,217.79,127.16
TRIP00018803,TRK00059,524.8,217.79,127.16
TRIP00027305,TRK00059,501.3,217.79,127.16
TRIP00032826,TRK00059,473.3,217.79,127.16
TRIP00038514,TRK00059,508.0,217.79,127.16
TRIP00050177,TRK00059,533.0,217.79,127.16
TRIP00051724,TRK00059,478.2,217.79,127.16
TRIP00061453,TRK00059,577.9,217.79,127.16
TRIP00069176,TRK00059,539.1,217.79,127.16
TRIP00069957,TRK00059,546.2,217.79,127.16
TRIP00070962,TRK00059,594.0,217.79,127.16
TRIP00071924,TRK00059,537.9,217.79,127.16
TRIP00077897,TRK00059,561.3,217.79,127.16
TRIP00081728,TRK00059,473.3,217.79,127.16
TRIP00010346,TRK00060,479.4,222.24,124.79
TRIP00011289,TRK00060,477.3,222.24,124.79
TRIP00013501,TRK00060,494.5,222.24,124.79
TRIP00015866,TRK00060,473.0,222.24,124.79
TRIP00026186,TRK00060,484.1,222.24,124.79
TRIP00026274,TRK00060,474.3,222.24,124.79
TRIP00028270,TRK00060,509.0,222.24,124.79
TRIP00028693,TRK00060,482.0,222.24,124.79
TRIP00030514,TRK00060,560.1,222.24,124.79
TRIP00040851,TRK00060,561.1,222.24,124.79
TRIP00043051,TRK00060,560.5,222.24,124.79
TRIP00055917,TRK00060,540.4,222.24,124.79
TRIP00059580,TRK00060,559.3,222.24,124.79
TRIP00063011,TRK00060,474.5,222.24,124.79
TRIP00078294,TRK00060,472.6,222.24,124.79
TRIP00001039,TRK00061,532.4,217.6,125.63
TRIP00006654,TRK00061,472.9,217.6,125.63
TRIP00022141,TRK00061,488.6,217.6,125.63
TRIP00025569,TRK00061,543.6,217.6,125.63
TRIP00031564,TRK00061,491.1,217.6,125.63
TRIP00038025,TRK00061,542.5,217.6,125.63
TRIP00050503,TRK00061,473.4,217.6,125.63
TRIP00051437,TRK00061,479.9,217.6,125.63
TRIP00065398,TRK00061,484.5,217.6,125.63
TRIP00070496,TRK00061,476.7,217.6,125.63
TRIP00073103,TRK00061,487.1,217.6,125.63
TRIP00076111,TRK00061,548.6,217.6,125.63
TRIP00076125,TRK00061,475.1,217.6,125.63
TRIP00079987,TRK00061,475.0,217.6,125.63
TRIP00081865,TRK00061,508.3,217.6,125.63
TRIP00082450,TRK00061,493.8,217.6,125.63
TRIP00000039,TRK00062,560.2,217.28,126.81
TRIP00003549,TRK00062,488.6,217.28,126.81
TRIP00013020,TRK00062,571.0,217.28,126.81
TRIP00016658,TRK00062,474.2,217.28,126.81
TRIP00029531,TRK00062,482.1,217.28,126.81
TRIP00035404,TRK00062,542.6,217.28,126.81
TRIP00039160,TRK00062,529.7,217.28,126.81
TRIP00041522,TRK00062,499.8,217.28,126.81
TRIP00043616,TRK00062,493.3,217.28,126.81
TRIP00043947,TRK00062,480.2,217.28,126.81
TRIP00050724,TRK00062,475.0,217.28,126.81
TRIP00051020,TRK00062,493.9,217.28,126.81
TRIP00056911,TRK00062,521.2,217.28,126.81
TRIP00060543,TRK00062,474.6,217.28,126.81
TRIP00067824,TRK00062,611.9,217.28,126.81
TRIP00074168,TRK00062,491.8,217.28,126.81
TRIP00075314,TRK00062,602.3,217.28,126.81
TRIP00077359,TRK00062,489.0,217.28,126.81
TRIP00083811,TRK00062,481.1,217.28,126.81
TRIP00003105,TRK00063,501.0,219.93,126.49
TRIP00013241,TRK00063,481.9,219.93,126.49
TRIP00021601,TRK00063,552.2,219.93,126.49
TRIP00023488,TRK00063,483.7,219.93,126.49
TRIP00027064,TRK00063,479.4,219.93,126.49
TRIP00029044,TRK00063,514.4,219.93,126.49
TRIP00029273,TRK00063,497.9,219.93,126.49
TRIP00032066,TRK00063,476.1,219.93,126.49
TRIP00040752,TRK00063,489.9,219.93,126.49
TRIP00042196,TRK00063,477.1,219.93,126.49
TRIP00044016,TRK00063,503.3,219.93,126.49
TRIP00049833,TRK00063,497.9,219.93,126.49
TRIP00060028,TRK00063,502.6,219.93,126.49
TRIP00074683,TRK00063,477.3,219.93,126.49
TRIP00001989,TRK00064,557.6,218.3,123.48
TRIP00002872,TRK00064,484.3,218.3,123.48
TRIP00010925,TRK00064,495.2,218.3,123.48
TRIP00012120,TRK00064,478.5,218.3,123.48
TRIP00013127,TRK00064,465.4,218.3,123.48
TRIP00026070,TRK00064,473.2,218.3,123.48
TRIP00029151,TRK00064,523.6,218.3,123.48
TRIP00031628,TRK00064,493.9,218.3,123.48
TRIP00033085,TRK00064,466.6,218.3,123.48
TRIP00034778,TRK00064,501.4,218.3,123.48
TRIP00051593,TRK00064,563.9,218.3,123.48
TRIP00052555,TRK00064,467.0,218.3,123.48
TRIP00054249,TRK00064,473.4,218.3,123.48
TRIP00069029,TRK00064,509.1,218.3,123.48
TRIP00070490,TRK00064,607.6,218.3,123.48
TRIP00071205,TRK00064,484.4,218.3,123.48
TRIP00072429,TRK00064,497.3,218.3,123.48
TRIP00077096,TRK00064,562.1,218.3,123.48
TRIP00080671,TRK00064,481.5,218.3,123.48
TRIP00084887,TRK00064,488.5,218.3,123.48
TRIP00003176,TRK00065,512.4,220.09,130.52
TRIP00007646,TRK00065,511.7,220.09,130.52
TRIP00011474,TRK00065,489.0,220.09,130.52
TRIP00017808,TRK00065,513.2,220.09,130.52
TRIP00018362,TRK00065,518.6,220.09,130.52
TRIP00028584,TRK00065,508.6,220.09,130.52
TRIP00033964,TRK00065,560.7,220.09,130.52
TRIP00039195,TRK00065,503.1,220.09,130.52
TRIP00047637,TRK00065,601.8,220.09,130.52
TRIP00049705,TRK00065,539.4,220.09,130.52
TRIP00052297,TRK00065,485.2,220.09,130.52
TRIP00060292,TRK00065,483.9,220.09,130.52
TRIP00060555,TRK00065,481.7,220.09,130.52
TRIP00064545,TRK00065,560.1,220.09,130.52
TRIP00065999,TRK00065,517.9,220.09,130.52
TRIP00066303,TRK00065,583.3,220.09,130.52
TRIP00073281,TRK00065,494.8,220.09,130.52
TRIP00073991,TRK00065,497.8,220.09,130.52
TRIP00074984,TRK00065,575.9,220.09,130.52
TRIP00079390,TRK00065,550.0,220.09,130.52
TRIP00082246,TRK00065,496.2,220.09,130.52
TRIP00083118,TRK00065,491.7,220.09,130.52
TRIP00003591,TRK00067,493.2,224.54,124.57
TRIP00008227,TRK00067,476.9,224.54,124.57
TRIP00023676,TRK00067,486.5,224.54,124.57
TRIP00024208,TRK00067,549.5,224.54,124.57
TRIP00026486,TRK00067,503.6,224.54,124.57
TRIP00050620,TRK00067,492.6,224.54,124.57
TRIP00061480,TRK00067,542.9,224.54,124.57
TRIP00064343,TRK00067,520.3,224.54,124.57
TRIP00065611,TRK00067,603.4,224.54,124.57
TRIP00072344,TRK00067,505.2,224.54,124.57
TRIP00077464,TRK00067,476.1,224.54,124.57
TRIP00001925,TRK00068,523.4,222.77,129.62
TRIP00013938,TRK00068,495.8,222.77,129.62
TRIP00023044,TRK00068,499.8,222.77,129.62
TRIP00025131,TRK00068,484.3,222.77,129.62
TRIP00028572,TRK00068,502.9,222.77,129.62
TRIP00028973,TRK00068,515.8,222.77,129.62
TRIP00029204,TRK00068,514.2,222.77,129.62
TRIP00034844,TRK00068,504.3,222.77,129.62
TRIP00036464,TRK00068,511.1,222.77,129.62
TRIP00042232,TRK00068,584.8,222.77,129.62
TRIP00042606,TRK00068,535.9,222.77,129.62
TRIP00051507,TRK00068,552.8,222.77,129.62
TRIP00052097,TRK00068,490.7,222.77,129.62
TRIP00056673,TRK00068,502.3,222.77,129.62
TRIP00059282,TRK00068,547.7,222.77,129.62
TRIP00063644,TRK00068,513.4,222.77,129.62
TRIP00078813,TRK00068,486.2,222.77,129.62
TRIP00081470,TRK00068,491.2,222.77,129.62
TRIP00006488,TRK00069,578.4,218.44,129.72
TRIP00007959,TRK00069,496.6,218.44,129.72
TRIP00016538,TRK00069,529.0,218.44,129.72
TRIP00017447,TRK00069,484.4,218.44,129.72
TRIP00023159,TRK00069,488.7,218.44,129.72
TRIP00029310,TRK00069,504.5,218.44,129.72
TRIP00031863,TRK00069,595.5,218.44,129.72
TRIP00036839,TRK00069,558.1,218.44,129.72
TRIP00043445,TRK00069,479.2,218.44,129.72
TRIP00052069,TRK00069,486.2,218.44,129.72
TRIP00062134,TRK00069,498.4,218.44,129.72
TRIP00062542,TRK00069,582.1,218.44,129.72
TRIP00066184,TRK00069,497.8,218.44,129.72
TRIP00067735,TRK00069,517.2,218.44,129.72
TRIP00070941,TRK00069,523.8,218.44,129.72
TRIP00071058,TRK00069,493.2,218.44,129.72
TRIP00071226,TRK00069,519.9,218.44,129.72
TRIP00071476,TRK00069,489.4,218.44,129.72
TRIP00076784,TRK00069,484.2,218.44,129.72
TRIP00078553,TRK00069,511.2,218.44,129.72
TRIP00001555,TRK00070,516.0,216.65,125.26
TRIP00012440,TRK00070,475.4,216.65,125.26
TRIP00012696,TRK00070,490.1,216.65,125.26
TRIP00017775,TRK00070,473.3,216.65,125.26
TRIP00018616,TRK00070,485.3,216.65,125.26
TRIP00031270,TRK00070,468.7,216.65,125.26
TRIP00031984,TRK00070,588.7,216.65,125.26
TRIP00032003,TRK00070,468.2,216.65,125.26
TRIP00032035,TRK00070,509.2,216.65,125.26
TRIP00040904,TRK00070,492.7,216.65,125.26
TRIP00044549,TRK00070,478.1,216.65,125.26
TRIP00048142,TRK00070,476.7,216.65,125.26
TRIP00048164,TRK00070,479.4,216.65,125.26
TRIP00049517,TRK00070,496.4,216.65,125.26
TRIP00050093,TRK00070,467.2,216.65,125.26
TRIP00050431,TRK00070,469.0,216.65,125.26
TRIP00051506,TRK00070,481.3,216.65,125.26
TRIP00054758,TRK00070,468.9,216.65,125.26
TRIP00056108,TRK00070,483.9,216.65,125.26
TRIP00059681,TRK00070,504.3,216.65,125.26
TRIP00068412,TRK00070,488.3,216.65,125.26
TRIP00069439,TRK00070,575.8,216.65,125.26
TRIP00070155,TRK00070,469.5,216.65,125.26
TRIP00004670,TRK00071,480.5,216.02,125.32
TRIP00005249,TRK00071,492.4,216.02,125.32
TRIP00007853,TRK00071,496.8,216.02,125.32
TRIP00013286,TRK00071,498.6,216.02,125.32
TRIP00014402,TRK00071,506.3,216.02,125.32
TRIP00014697,TRK00071,475.0,216.02,125.32
TRIP00017818,TRK00071,544.8,216.02,125.32
TRIP00021509,TRK00071,477.8,216.02,125.32
TRIP00025523,TRK00071,476.9,216.02,125.32
TRIP00030506,TRK00071,483.0,216.02,125.32
TRIP00036985,TRK00071,551.7,216.02,125.32
TRIP00042065,TRK00071,496.2,216.02,125.32
TRIP00042623,TRK00071,496.7,216.02,125.32
TRIP00046728,TRK00071,559.8,216.02,125.32
TRIP00048864,TRK00071,513.9,216.02,125.32
TRIP00056974,TRK00071,504.1,216.02,125.32
TRIP00063364,TRK00071,492.0,216.02,125.32
TRIP00064278,TRK00071,588.9,216.02,125.32
TRIP00081208,TRK00071,493.0,216.02,125.32
TRIP00084724,TRK00071,490.8,216.02,125.32
TRIP00000945,TRK00072,504.6,227.73,129.6
TRIP00001138,TRK00072,508.3,227.73,129.6
TRIP00002482,TRK00072,583.9,227.73,129.6
TRIP00004487,TRK00072,521.4,227.73,129.6
TRIP00010741,TRK00072,503.1,227.73,129.6
TRIP00012607,TRK00072,487.3,227.73,129.6
TRIP00013518,TRK00072,528.7,227.73,129.6
TRIP00027894,TRK00072,590.5,227.73,129.6
TRIP00034003,TRK00072,546.1,227.73,129.6
TRIP00042239,TRK00072,525.3,227.73,129.6
TRIP00050266,TRK00072,530.3,227.73,129.6
TRIP00050922,TRK00072,535.6,227.73,129.6
TRIP00067957,TRK00072,518.3,227.73,129.6
TRIP00074793,TRK00072,557.1,227.73,129.6
TRIP00080764,TRK00072,494.6,227.73,129.6
TRIP00005380,TRK00073,505.6,221.59,130.03
TRIP00006010,TRK00073,497.6,221.59,130.03
TRIP00010268,TRK00073,567.8,221.59,130.03
TRIP00012464,TRK00073,581.0,221.59,130.03
TRIP00015417,TRK00073,494.6,221.59,130.03
TRIP00021959,TRK00073,501.3,221.59,130.03
TRIP00025536,TRK00073,559.4,221.59,130.03
TRIP00029725,TRK00073,515.6,221.59,130.03
TRIP00031975,TRK00073,526.9,221.59,130.03
TRIP00032112,TRK00073,522.1,221.59,130.03
TRIP00036726,TRK00073,483.8,221.59,130.03
TRIP00042007,TRK00073,547.2,221.59,130.03
TRIP00051190,TRK00073,482.7,221.59,130.03
TRIP00056770,TRK00073,506.9,221.59,130.03
TRIP00059809,TRK00073,560.4,221.59,130.03
TRIP00062231,TRK00073,489.1,221.59,130.03
TRIP00064307,TRK00073,582.5,221.59,130.03
TRIP00066549,TRK00073,555.3,221.59,130.03
TRIP00080585,TRK00073,550.6,221.59,130.03
TRIP00004282,TRK00074,558.8,227.98,128.59
TRIP00010364,TRK00074,489.2,227.98,128.59
TRIP00013851,TRK00074,573.5,227.98,128.59
